ID;Employment_Status;Employment_Status_Aggregated;Work_as_Contractor_12m;Work_as_Perm;Residence_Country;Residence_District;Residence_District_Aggregated;Work_Company_Country;Work_Company_Continent;Work_Company_PT_International;Work_Company_PT_District;Work_Company_PT_District_Aggregated;Remote_Working_Current;Remote_Working_Current_Flexible_Office_Days;Remote_Working_due_to_Covid;Job_Remote_or_Office;Remote_Work_Opinion;Job_Role_Original;Job_Role_Other;Job_Role;Employer_Industry;Employer_Industry_Other;Employer_Org_Type;Employer_Org_Type_Other;Employer_Size;Language_JavaScript;Language_Bash/Shell/PowerShell;Language_SQL;Language_Java;Language_C#;Language_Python;Language_PHP;Language_C++;Language_C;Language_TypeScript;Language_Ruby;Language_Swift;Language_Objective-C;Language_VB.NET;Language_Assembly;Language_R;Language_Perl;Language_VBA;Language_Matlab;Language_Go;Language_Scala;Language_Groovy;Language_Coffee Script;Language_Visual Basic 6;Language_Lua;Language_Haskell;Language_HTML/CSS;Language_Kotlin;Language_Rust;Language_Elixir;Language_Clojure;Language_WebAssembly;Language_Dart;Language_Languages_N/A;Language_Languages_Other;Framework_jQuery;Framework_.NET;Framework_Angular/Angular.js;Framework_Ruby on Rails;Framework_React;Framework_Django;Framework_Laravel;Framework_Spring;Framework_Vue.js;Framework_Express;Framework_Meteor;Framework_Flask;Framework_Ember.js;Framework_Drupal;Framework_OutSystems;Framework_Framework_N/A;Framework_Framework_Other;Contractor_Avg_Project;Contractor_Avg_Project_Intervals;Contractor_Avg_Hour_Rate;Contractor_Avg_Annual_Salary;Perm_Current_Company_how_long;Perm_GAS;Perm_GAS_Avg;Perm_GAS_Low_Limit;Perm_GAS_High_Limit;Avg_Salary;Salary_Change;Salary_Fairness;Changing_Jobs_next_6_months;Job_Motivator_Work_life_balance;Job_Motivator_Compensation_and_benefits;Job_Motivator_Training/Development_programs_at_work;Job_Motivator_Career_growth_opportunities;Job_Motivator_Remote_working;Job_Motivator_Flexible_schedule;Job_Motivator_Company_culture;Job_Motivator_The_technologies_I'm_working_with;Job_Motivator_Versatility/Variety_of_projects;Job_Motivator_Freedom_to_choose_the_clients_and/or_projects;Job_Motivator_Being_autonomous_at_work;Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is;Job_Motivator_Environmentally_friendly/responsible_work_practice;Job_Perk_Meals_allowance/Company_provided_meals_or_snacks;Job_Perk_Transportation_benefit;Job_Perk_Health_benefits;Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership);Job_Perk_Computer/_Office_equipment_allowance;Job_Perk_Professional_development_sponsorship;Job_Perk_Annual_bonus;Job_Perk_Long-term_leave;Job_Perk_Parental_leave;Job_Perk_Stock_options_or_shares;Job_Perk_Education_sponsorship;Job_Perk_Child_care;Citizenship;Birth_Year;Age;Gender;English_Level;Way_Into_Tech;Way_Into_Tech_Other;Education_Level;Working_Experience;Working_Experience_Aggregated
2232;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Project Manager;;Project Manager;Transportation;;Corporate;;More than 5.000 employees;JavaScript;;SQL;Java;C#;Python;PHP;C++;C;;;;;VB.NET;Assembly;;Perl;VBA;Matlab;;;;;Visual Basic 6;;;HTML/CSS;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€55.000 - €60.000;57500;55000;60000;57500;Hasn't changed;1;3;2;2;2;2;2;2;3;3;5;2;3;4;2;3;1;5;6;3;6;7;6;6;6;6;6;Portuguese;1977;44;Female;Professional working proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2233;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Research - academic or scientific;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;;;;Python;;C++;;;;;;;;;;;;;;;;;;;;Kotlin;;;;;;;;;;Angular/Angular.js;;React;;;;;;;;;;;;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];3;3;5;5;6;6;3;5;5;6;6;5;6;5;6;5;3;5;4;6;6;5;3;6;3;5;4;Portuguese;1994;27;Male;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2234;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Project Manager;;Project Manager;Information technology;;Consulting Business;;100 - 499 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;12;7 to 12 months;35;56000;;;;;;56000;Hasn't changed;6;3;7;6;6;6;5;6;4;4;6;4;6;5;5;5;4;6;4;7;7;6;3;1;4;6;2;Portuguese;1975;46;Male;Native or bilingual proficiency;University;;Masters degree;More than 9 years;6+ years
2235;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Netherlands;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;DevOps Engineer;;DevOps Engineer;Media, advertising, publishing, or entertainment;;Corporate;;More than 5.000 employees;;Bash/Shell/PowerShell;SQL;;;Python;;;;;;;;;;;;;;Go;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€50.000 - €55.000;52500;50000;55000;52500;Increased more than 15%;6;1;7;7;5;6;7;7;5;5;5;3;6;5;5;5;3;7;4;5;4;5;7;1;1;4;1;Portuguese;1989;32;Female;Professional working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2236;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;;Application Support Engineer;Maintenance & Support;Software as a service (saas) development;;Corporate;;100 - 499 employees;JavaScript;Bash/Shell/PowerShell;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;;;React;;;;;;;;;;;;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;1;5;7;7;7;6;7;5;7;7;7;7;6;7;7;7;7;7;7;7;7;5;6;7;5;6;7;Portuguese;1992;29;Male;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2237;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;Startup (new business venture);;20 - 99 employees;;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;;;;Elixir;;;;;;;;;;React;;;;;;;;;;;;;;;;;Less than one year;€30.000 - €35.000;32500;30000;35000;32500;]5%,15%];7;1;7;7;5;7;7;7;7;7;5;3;7;7;7;7;7;7;5;7;5;6;5;4;4;4;4;Portuguese;1994;27;Male;Professional working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2238;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Back-End Developer;;Back-End Developer;Financial and banking;;Startup (new business venture);;100 - 499 employees;;;;;;;;;;;;;;;;;;;;Go;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;Hasn't changed;5;3;2;3;2;4;7;7;5;4;5;4;6;7;1;4;4;7;1;7;5;7;7;7;1;2;3;Portuguese;1991;30;Male;Full professional proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2239;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Germany;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Product Owner/Product Manager;;Product Owner/Product Manager;Transportation;;Corporate;;More than 5.000 employees;JavaScript;;SQL;Java;;Python;;;;TypeScript;;;;;;;;;;;Scala;;;;;;;Kotlin;;;;;;;;;;Angular/Angular.js;;React;;;Spring;;;;;;;;;;;;;;Between 1 - 3 years;€55.000 - €60.000;57500;55000;60000;57500;]0%, 5%];5;1;6;5;3;5;5;4;7;5;3;3;6;6;6;5;3;6;2;6;6;5;4;6;3;5;5;French;1970;51;Male;Native or bilingual proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2240;Employed full-time;Permanent Employee;0;;Portugal;Castelo Branco;Centre;Portugal;Europe;Portugal;Castelo Branco;Centre;No, full office job;;;Full Office Job;4;Maintenance & Support;;Maintenance & Support;Transportation;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;7;3;4;6;6;5;3;3;7;7;7;5;5;5;7;6;7;7;7;7;7;7;7;7;7;7;7;Portuguese;1989;32;Male;Professional working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2241;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Flexible between remote and office;2;Working remote because of Covid-19;Full Office Job;5;Computer & Network Security;;Computer & Network Security;Internet;;Startup (new business venture);;10 - 19 employees;;Bash/Shell/PowerShell;;Java;;;;C++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;5;3;7;6;6;5;6;6;5;4;3;2;4;5;3;5;5;6;4;6;6;5;6;4;2;4;4;Portuguese;1992;29;Male;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2242;Employed full-time;Permanent Employee;1;;Portugal;Coimbra;Centre;UK;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Full-Stack Developer;;Full-Stack Developer;Retail or ecommerce;;Corporate;;More than 5.000 employees;JavaScript;;;;C#;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;;;React;;;;Vue.js;Express;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;Hasn't changed;4;3;6;6;3;6;5;5;4;6;5;3;6;6;6;4;4;6;4;4;6;6;5;6;4;4;6;Portuguese;1982;39;Male;Native or bilingual proficiency;Code bootcamp;;Masters degree;More than 9 years;6+ years
2243;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Financial and banking;;Corporate;;More than 5.000 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;Spring;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;]0%, 5%];4;3;4;4;6;6;5;4;6;7;6;4;6;6;5;4;4;5;2;6;7;5;5;5;5;3;3;Portuguese;1996;25;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2244;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;UK;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Full-Stack Developer;;Full-Stack Developer;Data and analytics;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;Java;;;;;;;;;;;;;;;;;Scala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€70.000 - €75.000;72500;70000;75000;72500;Increased more than 15%;7;1;7;7;4;6;7;7;4;6;3;4;6;5;6;1;1;5;1;5;5;5;6;1;1;4;1;Portuguese;1994;27;Male;Professional working proficiency;Self-taught;;Masters degree;Between 3 - 6 years;3 - 6 years
2245;Employed full-time;Permanent Employee;1;;Portugal;Braga;North;Portugal;Europe;Portugal;Braga;North;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Technical Team Leader;;Technical Team Leader;Information technology;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;Increased more than 15%;4;3;6;6;3;6;7;7;7;4;4;3;4;5;5;5;5;5;5;4;4;5;4;6;5;6;5;Portuguese;1985;36;Male;Professional working proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2246;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Data and analytics;;Startup (new business venture);;10 - 19 employees;;;SQL;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;4;3;5;5;7;7;6;7;6;4;5;4;5;6;6;3;3;6;6;7;5;5;4;3;4;5;3;Italian;1997;24;Male;Full professional proficiency;University;;Masters degree;No working experience;0 Years
2247;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Norway;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€30.000 - €35.000;32500;30000;35000;32500;Increased more than 15%;7;1;6;5;6;6;5;6;5;4;5;5;6;7;6;4;4;5;4;5;6;5;6;6;3;5;3;Portuguese;1993;28;Male;Full professional proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2248;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Belgium;Europe;International;;;Flexible between remote and office;1;Working remote because of Covid-19;Full Office Job;5;Business Applications (BI/CRM/ERP);;Business Applications (BI/CRM/ERP);Consulting;;Corporate;;500 - 999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Qlik;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;]5%,15%];6;1;7;6;4;5;6;6;5;6;5;3;4;4;5;4;5;5;3;6;5;6;5;6;4;5;2;Portuguese;1992;29;Male;Professional working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2249;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;2;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Data and analytics;;Nearshore (outsource business processes to companies in a nearby country);;More than 5.000 employees;;;SQL;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€30.000 - €35.000;32500;30000;35000;32500;]5%,15%];4;2;6;6;6;6;2;6;7;7;7;5;6;5;7;6;6;7;6;6;6;6;7;6;6;7;5;Portuguese;1988;33;Male;Native or bilingual proficiency;Self-taught;;Masters degree;Between 3 - 6 years;3 - 6 years
2250;Employed full-time;Permanent Employee;0;;Portugal;Madeira;Azores and Madeira;Portugal;Europe;Portugal;Braga;North;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Product Owner/Product Manager;;Product Owner/Product Manager;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;;SQL;;C#;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;.NET;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;3;2;7;7;6;7;5;6;5;5;5;3;5;7;5;5;1;7;5;6;6;6;6;6;3;6;6;Portuguese;1984;37;Male;Professional working proficiency;University;;Masters degree;More than 9 years;6+ years
2251;Employed full-time;Permanent Employee;0;;Portugal;Vila Real;North;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Back-End Developer;;Back-End Developer;Software as a service (saas) development;;Startup (new business venture);;100 - 499 employees;JavaScript;;;;;Python;;;;;;;;;;;;;;Go;;;;;;;;;;;;;;;;;;;;;Django;;;;;;Flask;;;;;;;;;;Between 1 - 3 years;€35.000 - €40.000;37500;35000;40000;37500;]0%, 5%];3;2;5;6;6;7;4;6;5;7;4;2;6;7;1;5;4;7;4;7;7;6;5;7;7;4;6;Portuguese;1990;31;I prefer not to say;Full professional proficiency;Self-taught;;Masters degree;Between 3 - 6 years;3 - 6 years
2252;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Full-Stack Developer;;Full-Stack Developer;Information technology;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;SQL;;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;[-5%, 0%[;2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5;7;7;Portuguese;1992;29;Male;Professional working proficiency;Code bootcamp;;Masters degree;Between 1 - 3 years;0 - 3 years
2253;Employed full-time;Permanent Employee;1;;Portugal;Bragança;North;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;Consulting Business;;20 - 99 employees;JavaScript;;;;;;PHP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AngularJs, SlimpHP;;;;;Less than one year;< €15.000;12500;0;15000;12500;Hasn't changed;3;5;6;7;6;7;7;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;6;6;5;6;5;Brazilian;1997;24;Male;Limited working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2254;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);3;Back-End Developer;;Back-End Developer;Retail or ecommerce;;Startup (new business venture);;20 - 99 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spring;;;;;;;;;;;;;;Less than one year;€35.000 - €40.000;37500;35000;40000;37500;Increased more than 15%;5;1;7;7;4;7;5;7;5;7;4;4;7;5;4;7;7;7;1;7;7;7;7;7;7;5;5;Portuguese;1994;27;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2255;Employed full-time;Permanent Employee;1;;Portugal;Braga;North;USA;North America;International;;;No, full office job;;;Full Office Job;6;Front-End Developer;;Front-End Developer;Software as a service (saas) development;;"Scale-up (fast growing company aka ""unicorn"")";;100 - 499 employees;JavaScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;;;;;;;;;;;;;;;More than 3 years;€45.000 - €50.000;47500;45000;50000;47500;]0%, 5%];6;1;6;6;4;5;6;6;6;6;5;1;6;6;6;6;1;7;7;7;5;7;6;6;7;5;7;Portuguese;1987;34;Male;Full professional proficiency;Self-taught;;Masters degree;Between 6 - 9 years;6+ years
2256;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;CTO;;CTO;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;;SQL;;;Python;PHP;;;TypeScript;;Swift;Objective-C;;;;;;;;;;;;;;HTML/CSS;;;;;;Dart;;;jQuery;;Angular/Angular.js;;React;;Laravel;Spring;Vue.js;Express;;;Ember.js;Drupal;;;;;;;;More than 3 years;€50.000 - €55.000;52500;50000;55000;52500;Hasn't changed;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;6;4;4;6;6;5;Portuguese;1977;44;Male;Full professional proficiency;Code bootcamp;;Masters degree;More than 9 years;6+ years
2257;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;Portugal;Europe;Portugal;Coimbra;Centre;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Telecommunications;;Corporate;;100 - 499 employees;;Bash/Shell/PowerShell;;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Django;;;;;;Flask;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;Increased more than 15%;5;3;6;6;5;5;7;7;5;6;6;5;5;6;5;4;4;4;4;6;4;4;4;4;3;4;4;Portuguese;1992;29;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2258;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Technical Team Leader;;Technical Team Leader;Security;;Startup (new business venture);;20 - 99 employees;JavaScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;;;Express;;;;;;;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;]0%, 5%];5;3;5;6;4;3;7;6;1;5;4;3;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;Portuguese;1996;25;Male;Limited working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2259;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;No specific country;N/A;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Back-End Developer;;Back-End Developer;Manufacturing;;Corporate;;1000 - 4.999 employees;JavaScript;Bash/Shell/PowerShell;SQL;Java;;Python;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;Powershell;jQuery;;;;;Django;;Spring;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;7;3;3;7;5;6;4;4;6;6;6;3;6;4;5;3;4;7;5;7;4;7;4;4;3;4;4;Portuguese;1983;38;Male;Professional working proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2260;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Computer & Network Security;;Computer & Network Security;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;JavaScript;Bash/Shell/PowerShell;;;;Python;PHP;;;;;;;;;;Perl;;;;;;;;;;;;;;;;;;;jQuery;;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€35.000 - €40.000;37500;35000;40000;37500;]0%, 5%];5;3;6;5;5;6;6;7;6;5;5;4;6;6;5;6;6;7;6;6;6;6;5;6;5;6;6;Portuguese;1979;42;Male;Professional working proficiency;University;;Masters degree;More than 9 years;6+ years
2261;Employed full-time;Permanent Employee;1;;Portugal;Coimbra;Centre;Portugal;Europe;Portugal;Coimbra;Centre;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Back-End Developer;;Back-End Developer;Financial and banking;;Outsourcing;;10 - 19 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spring;;;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;Hasn't changed;3;3;5;5;5;4;5;3;5;6;5;5;4;5;4;3;2;5;4;6;5;5;6;6;3;3;3;Portuguese;1990;31;Male;Professional working proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2262;Employed full-time;Permanent Employee;1;;Portugal;Faro;South;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;Software development - other;;Nearshore (outsource business processes to companies in a nearby country);;100 - 499 employees;JavaScript;Bash/Shell/PowerShell;SQL;Java;;Python;;;;TypeScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;Spring;;Express;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;2;4;7;7;6;7;6;6;5;6;4;5;7;5;7;7;6;7;4;7;5;7;5;6;4;4;6;Portuguese;1996;25;Male;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2263;Employed full-time;Permanent Employee;1;;Portugal;Braga;North;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Flexible between remote and office;3;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;JavaScript;;SQL;;;;PHP;C++;;TypeScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;Angular/Angular.js;;;;;;;Express;;;;;;;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];4;2;5;5;4;4;4;4;4;4;4;4;4;4;5;5;4;5;3;5;4;5;4;5;4;4;4;Portuguese;1988;33;Male;Professional working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2264;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Flexible between remote and office;2;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Computer & Network Security;;Computer & Network Security;Manufacturing;;Corporate;;More than 5.000 employees;;Bash/Shell/PowerShell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€45.000 - €50.000;47500;45000;50000;47500;]0%, 5%];4;2;7;6;6;7;4;6;5;5;5;4;7;5;5;4;4;7;1;4;5;5;4;7;4;5;7;Portuguese;1984;37;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
